"component_name","final_classification","batch","priority","risk_level","effort","consumer_apps","repo_ui_status","spec_required","migration_complexity"
"ConfigurationCommissionRateDetailViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"ConfigurationCommissionRatePage (src/app/configuration/commission-rate/[id]/page.tsx)","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"ConfigurationCommissionRatePage (src/app/configuration/commission-rate/page.tsx)","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"ConfigurationCommissionRateView","SPLIT","1.5","P1","MEDIUM","M","affiliate-admin","missing","no","high"
"ConfigurationCommissionRateViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"ConfigurationSlaView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"Confirmation","NEW_SHARED_COMPONENT","4","P2","HIGH","M","teman-affiliate-admin|ticket-portal","partial","yes","high"
"ConfirmationModal","NEW_SHARED_COMPONENT","4","P1","LOW","XS","claim-portal|gegm-friendcover","missing","yes","low"
"ConfirmLeaveModal","NEW_SHARED_COMPONENT","4","P1","LOW","XS","mykawan-website","missing","yes","low"
"ConnectionErrorModal","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","M","mykawan-website","missing","no","high"
"ConstructionClassificationDropdown","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"ContentScaler","NEW_SHARED_COMPONENT","4","P1","LOW","S","gegm-friendcover","missing","yes","low"
"ContextsAuthContext","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"ContextsGlobalContext","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"ContextsNetworkContext","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"ContextsSidebarContext","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","gegm-friendcover-admin","missing","no","low"
"ContributionCard","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","teman-affiliate-portal","partial","no","low"
"ContributionDetailView","SPLIT","1.5","P1","MEDIUM","L","teman-affiliate-portal","partial","no","high"
"ContributionDetailViewContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","teman-affiliate-portal","partial","no","low"
"ContributionDetailViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"Cookie","NEW_SHARED_COMPONENT","4","P2","LOW","M","ecommerce-teman","missing","yes","low"
"CookieConsent","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","grab-landing-page|mykawan-website","missing","no","low"
"CopyIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-web-portal","partial","no","low"
"CountriesView","SPLIT","1.5","P1","HIGH","XS","admin-portal|affiliate-admin","missing","no","high"
"CountriesViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"CountryDropdown","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"CreateIndex","SPLIT","1.5","P0","MEDIUM","M","ticket-portal","partial","no","high"
"CreateIndexContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ticket-portal","partial","no","low"
"CreateNomineeModal","SPLIT","1.5","P0","HIGH","XL","claim-portal","missing","no","high"
"CreateNomineeModalContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","L","claim-portal","missing","no","low"
"CreateNomineeModalShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"CreatePage","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","ticket-portal","partial","no","low"
"CreateTaskHeader","KEEP_APP_LOCAL","N/A","P2","HIGH","M","ticket-portal","partial","no","low"
"CreateTasksViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ticket-portal","partial","no","low"
"CreditView","SPLIT","1.5","P0","HIGH","L","claim-portal","missing","no","high"
"CreditViewContainer","KEEP_APP_LOCAL","N/A","P0","HIGH","L","claim-portal","missing","no","low"
"CreditViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"CurrencyForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"CurrencyHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CurrencyPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"CurrencyTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"Custom404","KEEP_APP_LOCAL","N/A","P3","LOW","XS","haruuz-microsite","missing","no","low"
"CustomDatePicker","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ticket-portal","partial","no","low"
"CustomerAddView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"CustomerAiTopPicksListPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"CustomerAlterationListParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerCustomerListParamPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerCustomerListUploadPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerDetailIdPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"CustomerDetailView","SPLIT","1.5","P0","HIGH","L","agent-web-portal","partial","no","high"
"CustomerDetailViewContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"CustomerDetailViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"CustomerExportPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"CustomerExportView","SPLIT","1.5","P0","HIGH","XL","agent-web-portal","partial","no","high"
"CustomerExportViewContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"CustomerExportViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"CustomerFilter","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerListPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"CustomerListView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"CustomerReferralListAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerRenewalListPage","KEEP_APP_LOCAL","N/A","P1","LOW","XS","agent-web-portal","partial","no","low"
"CustomerShell","KEEP_APP_LOCAL","N/A","P0","HIGH","S","agent-portal","partial","no","low"
"CustomerTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerUpload","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerUploadHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"CustomerView","SPLIT","1.5","P0","HIGH","L","affiliate-portal|agent-portal|teman-affiliate-portal","partial","no","high"
"CustomerViewContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","S","agent-portal|teman-affiliate-portal","partial","no","low"
"CustomerViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","S","gegm-friendcover-admin|teman-affiliate-portal","partial","no","low"
"CustomFilterDate","SPLIT","1.5","P0","LOW","S","teman-affiliate-admin|ticket-portal","partial","no","high"
"CustomFilterDateContainer","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"CustomFilterDateShell","KEEP_APP_LOCAL","N/A","P0","LOW","S","teman-affiliate-admin","missing","no","low"
"CustomRadio","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","grab-landing-page|haruuz-microsite","missing","yes","medium"
"CustomRadioGroup","NEW_SHARED_COMPONENT","4","P1","LOW","M","gegm-friendcover","missing","yes","low"
"CustomSearchableDropdown","NEW_SHARED_COMPONENT","4","P0","LOW","M","gegm-friendcover","missing","yes","low"
"CustomSelect","NEW_SHARED_COMPONENT","4","P1","HIGH","M","agent-admin","missing","yes","high"
"DaAgentDetailContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaAgentDetailShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaAgentListContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaAgentListShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaAgentNewContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaAgentNewShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaDetailView","SPLIT","1.5","P1","LOW","M","agent-admin","missing","no","high"
"DaDropoffContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaDropoffShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DailyReport","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DailyReportHeader","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DailyReportTable","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DamagePhotoUpload","KEEP_APP_LOCAL","N/A","P2","LOW","S","customer-portal","missing","no","low"
"DaNewView","SPLIT","1.5","P1","LOW","L","agent-admin","missing","no","high"
"DaSchemeDetailContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaSchemeDetailShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaSchemeListContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaSchemeListShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"Dashboard","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","S","customer-portal|teman-affiliate-admin","missing","no","high"
"Dashboard1","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"Dashboard2","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"Dashboard3","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"Dashboard4","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"DashboardCard","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DashboardClaimClaimDetailView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"DashboardClaimClaimExpressView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"DashboardClaimView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"DashboardHeader","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DashboardIncentive","SPLIT","1.5","P0","HIGH","XL","agent-web-portal","partial","no","high"
"DashboardIncentiveContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"DashboardIncentiveShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"DashboardIndex","SPLIT","1.5","P0","HIGH","L","ticket-portal","partial","no","high"
"DashboardIndexContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","S","ticket-portal","partial","no","low"
"DashboardLayout","KEEP_APP_LOCAL","N/A","P1","high","M","boost-product-fe|gen-ai-portal","partial","no","low"
"DashboardLayoutRouteContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","teman-affiliate-portal","partial","no","low"
"DashboardLayoutRouteShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"DashboardMetrics","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","teman-affiliate-admin","missing","no","low"
"DashboardOverview","KEEP_APP_LOCAL","N/A","P2","medium","M","boost-product-fe","partial","no","low"
"DashboardPage","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","XS","agent-admin|customer-portal|ticket-portal","partial","no","high"
"DashboardPerformance","SPLIT","1.5","P0","HIGH","XL","agent-web-portal","partial","no","high"
"DashboardPerformanceContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"DashboardPerformanceShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"DashboardPolicyView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"DashboardShell","KEEP_APP_LOCAL","N/A","P0","HIGH","S","agent-portal","partial","no","low"
"DashboardSidebar","SPLIT","1.5","P0","HIGH","M","gen-ai-portal","partial","no","high"
"DashboardSidebarShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","gen-ai-portal","missing","yes","medium"
"DashboardTransactionView","KEEP_APP_LOCAL","N/A","P0","HIGH","M","partner-portal","missing","no","low"
"DashboardView","SPLIT","1.5","P0","HIGH","XS","affiliate-portal|agent-admin|agent-portal|teman-affiliate-portal","partial","no","high"
"DashboardViewContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","S","agent-portal|teman-affiliate-portal","partial","no","low"
"DashboardViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","S","gegm-friendcover-admin|teman-affiliate-portal|ticket-portal","partial","no","low"
"Dashedlinechart","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","admin-portal|admin-portal-boost","missing","no","low"
"DataProtectionNotice","KEEP_APP_LOCAL","N/A","P3","LOW","XS","claim-portal","missing","no","low"
"DataTable","NEW_SHARED_COMPONENT","4","P0","HIGH","L","admin-portal|ticket-portal","partial","yes","high"
"Date","NEW_SHARED_COMPONENT","4","P2","HIGH","M","teman-affiliate-admin|ticket-portal","partial","yes","high"
"Date Range Picker","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","admin-portal-boost","missing","yes","medium"
"DatePicker","NEW_SHARED_COMPONENT","4","P0","HIGH","S","admin-portal|affiliate-admin|affiliate-portal|agent-admin|agent-microsite|agent-portal|agent-web-portal|claim-portal|customer-portal|ecommerce-gelm|ecommerce-teman|grab-landing-page|haruuz-microsite|partner-portal|teman-affiliate-admin|teman-affiliate-portal","partial","yes","high"
"DatePickerContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"DatePickerDropdown","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","agent-web-portal","partial","yes","medium"
"DatePickerIndex","NEW_SHARED_COMPONENT","4","P0","MEDIUM","L","ticket-portal","partial","yes","medium"
"DatePickerModal","SPLIT","1.5","P1","HIGH","L","haruuz-microsite","partial","no","high"
"DatePickerModalContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"DatePickerModalShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"DatePickerPopover","NEW_SHARED_COMPONENT","4","P0","HIGH","XL","agent-web-portal","partial","yes","high"
"DatePickerShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"DatePickerV2","NEW_SHARED_COMPONENT","4","P1","HIGH","S","agent-admin","missing","yes","high"
"DateRangePicker","NEW_SHARED_COMPONENT","4","P0","HIGH","S","admin-portal|partner-portal","missing","yes","high"
"DaTransactionsUploadContainer","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaTransactionsUploadShell","KEEP_APP_LOCAL","N/A","P2","LOW","XS","agent-admin","missing","no","low"
"DaView","SPLIT","1.5","P1","LOW","XS","agent-admin","missing","no","high"
"DayPicker","NEW_SHARED_COMPONENT","4","P2","MEDIUM","XS","agent-admin|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"DeathDocumentModalView","KEEP_APP_LOCAL","N/A","P2","LOW","XS","claim-portal","missing","no","low"
"DeclarationPage","SPLIT","1.5","P0","HIGH","XL","haruuz-microsite","partial","no","high"
"DeclarationPageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"DeclarationPageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"DeclarationPerInsured.view","KEEP_APP_LOCAL","N/A","P1","HIGH","XS","agent-microsite","partial","no","low"
"Default","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"DeleteNomineeConfirmationModal","KEEP_APP_LOCAL","N/A","P3","LOW","XS","claim-portal","missing","no","low"
"DeliveryAddressModalShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"DesktopTopBackButton","NEW_SHARED_COMPONENT","4","P1","LOW","S","customer-portal","missing","yes","low"
"Detail","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"Detail Form","SPLIT","1.5","P0","HIGH","L","admin-portal-boost","missing","no","high"
"Detail Form Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","admin-portal-boost","missing","no","low"
"Detail List","SPLIT","1.5","P0","HIGH","L","admin-portal-boost","missing","no","high"
"Detail List Shell","KEEP_APP_LOCAL","N/A","P0","HIGH","L","admin-portal-boost","missing","no","low"
"DetailAffiliateFee","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailAffiliateFeeHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailAlterationHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailAlterationInfo","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailAlterationVerif","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailClaimDocument","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailClaimHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"DetailClaimViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","S","gegm-friendcover-admin","missing","no","low"
"DetailContributionCommisionShell","KEEP_APP_LOCAL","N/A","P1","HIGH","S","agent-portal","partial","no","low"
"DetailContributionCommisionView","SPLIT","1.5","P1","HIGH","L","agent-portal","partial","no","high"
"DetailContributionCommisionViewContainer","KEEP_APP_LOCAL","1.5","P1","HIGH","S","agent-portal","partial","no","low"
"DetailCurrency","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
